x_rep,y_rep,tweet_id,tweets_preprocessed,preProcessed,clusterd,Jackcluster,centroid,important
-0.17476752687698063,0.006935936511270447,'451426799478906880',chile earthquake authority relieved apparent level casualty reported dead light ,chile earthquake authority relieved apparent level casualty reported dead light ,1,1,chile coast earthquake northern,chile earthquake
-0.13225769952450325,0.05292251090631378,'451428197117468675',longdrivesouth weird coincidence chile president faced major quake le leaving office get back ,longdrivesouth weird coincidence chile president faced major quake le leaving office get back ,3,2,chile coast earthquake magnitude northern quake tsunami,chile quake
-0.2850448963411931,-0.048862722669072066,'451601794741710849',chile leader evacuates second quake strike powerful magnitude earthquake rocked northern ,chile leader evacuates second quake strike powerful magnitude earthquake rocked northern ,3,0,chile coast earthquake magnitude northern quake tsunami,chile quake magnitude earthquake northern
-0.17517251305708745,0.0005209423702524689,'451603671059804160',chile earthquake toll rise ,chile earthquake toll rise ,1,1,chile coast earthquake northern,chile earthquake
-0.2702820250042966,-0.05592941544701502,'451606941857357824',chile earthquake dead aftershock continue ,chile earthquake dead aftershock continue ,1,1,chile coast earthquake northern,chile earthquake
-0.20210223444129713,0.031277732327086985,'451607561158918144',fulfilled chile massive mega quake tsunami alert description chile ,fulfilled chile massive mega quake tsunami alert description chile ,2,2,chile coast earthquake magnitude northern quake tsunami,chile quake tsunami chile
-0.13166839273515976,0.051100098290585615,'451607633233862657',chile earthquake death toll rise five caboolture̴̻news ,chile earthquake death toll rise five caboolture̴̻news ,1,1,chile coast earthquake northern,chile earthquake
-0.1681806327985387,0.006883492901902538,'451608316729229312',massive earthquake little damage chile iquique chile hard expertise dose luck help ,massive earthquake little damage chile iquique chile hard expertise dose luck help ,1,1,chile coast earthquake northern,earthquake chile chile
-0.30179711437547985,-0.062126602845194834,'451608367421980672',second earthquake hit northern chile first earthquake warning tsunami ,second earthquake hit northern chile first earthquake warning tsunami ,2,0,chile coast earthquake magnitude northern quake tsunami,earthquake northern chile earthquake tsunami
-0.27037249039837935,-0.08308222483436983,'451608563417235457',chile president offer government support tuesday earthquake victim ,chile president offer government support tuesday earthquake victim ,1,1,chile coast earthquake northern,chile earthquake
-0.17919766378449448,0.018618458808365344,'451608563660496896',chile navy cancel tsunami alert following quake̴̴̻̻ ,chile navy cancel tsunami alert following quake̴̴̻̻ ,2,1,chile coast earthquake magnitude northern quake tsunami,chile tsunami
-0.2624634363348666,-0.05449894716538415,'451609342639603712',earthquake hit chile dead prisoner free uspolitics ,earthquake hit chile dead prisoner free uspolitics ,1,1,chile coast earthquake northern,earthquake chile
-0.29078682686970597,-0.08788179716229111,'451610099686330368',chile coast evacuated second strong earthquake ,chile coast evacuated second strong earthquake ,1,1,chile coast earthquake northern,chile coast earthquake
-0.25493469698563265,-0.03761503584056766,'451610709169045504',pacific tsunami warning center cancel warning chile peru earthquake chile ,pacific tsunami warning center cancel warning chile peru earthquake chile ,2,1,chile coast earthquake magnitude northern quake tsunami,tsunami chile earthquake chile
-0.3006818757379715,-0.08921320298776106,'451611530107183105',another earthquake occurred chile magnitude evacuation effort began ,another earthquake occurred chile magnitude evacuation effort began ,3,1,chile coast earthquake magnitude northern quake tsunami,earthquake chile magnitude
-0.15671610863485763,0.03844291375139508,'451611576081350656',magnitude aftershock strike coast chile usgs say world news ,magnitude aftershock strike coast chile usgs say world news ,3,1,chile coast earthquake magnitude northern quake tsunami,magnitude coast chile
-0.3163873024269342,-0.09084011937407853,'451611700630781952',tsunami wave chile earthquake ajenglish ,tsunami wave chile earthquake ajenglish ,2,1,chile coast earthquake magnitude northern quake tsunami,tsunami chile earthquake
-0.2197365540008911,-0.006324420379591818,'451611819988115456',earthquake rock northern coast chile celebs tweet thought prayer whole geologicalsurvey ,earthquake rock northern coast chile celebs tweet thought prayer whole geologicalsurvey ,1,0,chile coast earthquake northern,earthquake northern coast chile
-0.2549540899501066,-0.07218291528177863,'451611974317522944',whats happening nation chile wont stop trembling think thats world biggest earthquake date took place ,whats happening nation chile wont stop trembling think thats world biggest earthquake date took place ,1,1,chile coast earthquake northern,chile earthquake
-0.17648671044364705,0.02869788310374187,'451612525243559936',tsunami threat chile aftershock ,tsunami threat chile aftershock ,2,1,chile coast earthquake magnitude northern quake tsunami,tsunami chile
-0.2600733233812142,-0.05379955795325248,'451612575734976513',chile coast struck strong aftershock earthquake newslocker ,chile coast struck strong aftershock earthquake newslocker ,1,1,chile coast earthquake northern,chile coast earthquake
-0.22309636674495892,-0.008858973705213003,'451612624896397312',rough chile earthquake day first quake second thought suffering ,rough chile earthquake day first quake second thought suffering ,3,0,chile coast earthquake magnitude northern quake tsunami,chile earthquake quake
-0.2578101374355893,-0.05585089580035526,'451613085782908928',magnitude earthquake struck chile coast usgs medium ,magnitude earthquake struck chile coast usgs medium ,3,1,chile coast earthquake magnitude northern quake tsunami,magnitude earthquake chile coast
-0.24989667753750155,-0.038203390468968285,'451613574863925248',chile navy say tsunami wave reach chilean coastline following magnitude earthquake breakingnews ,chile navy say tsunami wave reach chilean coastline following magnitude earthquake breakingnews ,2,1,chile coast earthquake magnitude northern quake tsunami,chile tsunami magnitude earthquake
-0.3359165231753084,-0.0837348477890534,'451613985880563713',patinduhhat nope tsunami warning effect chile peru magnitude earthquake northern chile ptwc ,patinduhhat nope tsunami warning effect chile peru magnitude earthquake northern chile ptwc ,3,0,chile coast earthquake magnitude northern quake tsunami,tsunami chile magnitude earthquake northern chile
-0.1971076713695062,0.0006050223371052347,'451614297089515520',ready thebigone cnnbrk magnitude earthquake struck coast chile tonight usgs say quake rocked region ,ready thebigone cnnbrk magnitude earthquake struck coast chile tonight usgs say quake rocked region ,3,0,chile coast earthquake magnitude northern quake tsunami,magnitude earthquake coast chile quake
-0.32282653223181756,-0.1066548858655217,'451614428728139776',earthquake aftershock chile centered area close surface away deep ,earthquake aftershock chile centered area close surface away deep ,1,1,chile coast earthquake northern,earthquake chile
-0.2850448963411931,-0.048862722669072066,'451614567441788928',chile leader evacuates second quake strike powerful magnitude earthquake rocked northern ,chile leader evacuates second quake strike powerful magnitude earthquake rocked northern ,3,0,chile coast earthquake magnitude northern quake tsunami,chile quake magnitude earthquake northern
-0.23368512419680018,-0.013287685418388326,'451615123653025792',offshore tarapaca chile earthquake seismic quake ,offshore tarapaca chile earthquake seismic quake ,3,0,chile coast earthquake magnitude northern quake tsunami,chile earthquake quake
-0.3163873024269342,-0.09084011937407853,'451615203202179072',tsunami wave chile earthquake ,tsunami wave chile earthquake ,2,1,chile coast earthquake magnitude northern quake tsunami,tsunami chile earthquake
-0.3300999558864756,-0.08108027926707059,'451615228795432960',tsunami fear recede powerful chile earthquake news ,tsunami fear recede powerful chile earthquake news ,2,1,chile coast earthquake magnitude northern quake tsunami,tsunami chile earthquake
-0.25264063952821114,-0.04637027567235752,'451615510925303808',news earthquake iquique chile youtube ,news earthquake iquique chile youtube ,1,1,chile coast earthquake northern,earthquake chile
-0.3149263196458314,-0.09099504183252,'451615515098624000',chile huge earthquake tsunami disastrous response vicenews ,chile huge earthquake tsunami disastrous response vicenews ,2,1,chile coast earthquake magnitude northern quake tsunami,chile earthquake tsunami
-0.3510160014253338,-0.10843171534624545,'451615710909722624',mideast earthquake chile prompt tsunami alert ,mideast earthquake chile prompt tsunami alert ,2,1,chile coast earthquake magnitude northern quake tsunami,earthquake chile tsunami
-0.4493864028567276,-0.2002379863627893,'451616025973637120',image magnitude earthquake chile langleypark abcnews perthnews perth pieter_sm ,image magnitude earthquake chile langleypark abcnews perthnews perth pieter_sm ,3,1,chile coast earthquake magnitude northern quake tsunami,magnitude earthquake chile
-0.1629590731527753,0.030277468079173985,'451616077525422080',chile tsunami least five dead female prisoner escape huge wave triggered magnitud ,chile tsunami least five dead female prisoner escape huge wave triggered magnitud ,2,1,chile coast earthquake magnitude northern quake tsunami,chile tsunami
-0.009445769385514696,0.15467935095550803,'451616246237102080',thought prayer friend family chileearthquake forthood shooting today somanytragedieslately ,thought prayer friend family chileearthquake forthood shooting today somanytragedieslately ,4,-1,case coronavirus mers saudi virus,
-0.1946026532975906,0.0015204088411077798,'451616371244146688',pathetic hear tsunami chile pray chile ,pathetic hear tsunami chile pray chile ,2,1,chile coast earthquake magnitude northern quake tsunami,tsunami chile chile
-0.1971076713695062,0.0006050223371052347,'451616608926982144',cnnbrk magnitude earthquake struck coast chile tonight usgs say quake rocked region ,cnnbrk magnitude earthquake struck coast chile tonight usgs say quake rocked region ,3,0,chile coast earthquake magnitude northern quake tsunami,magnitude earthquake coast chile quake
-0.5760092933797528,-0.3050875359568472,'451617006874525696',earthquake chile earthquakechile ,earthquake chile earthquakechile ,1,1,chile coast earthquake northern,earthquake chile
-0.25898211469843824,-0.05126475000300877,'451617095072378880',powerful magnitude earthquake rocked northern chile hour tremor killed ,powerful magnitude earthquake rocked northern chile hour tremor killed ,3,0,chile coast earthquake magnitude northern quake tsunami,magnitude earthquake northern chile
-0.19940129288646138,0.03207915133883536,'451617374962458624',chile navy cancel tsunami alert following quake newslocker ,chile navy cancel tsunami alert following quake newslocker ,2,2,chile coast earthquake magnitude northern quake tsunami,chile tsunami quake
-0.3369988823183297,-0.07485164601235716,'451617619758415872',chile earthquake zealand woman rachel lilburn recall experience magnitude quake aftershock ,chile earthquake zealand woman rachel lilburn recall experience magnitude quake aftershock ,3,0,chile coast earthquake magnitude northern quake tsunami,chile earthquake magnitude quake
-0.3092546968304635,-0.09354342039040922,'451617636145963008',link chile earthquake creating tsunami predicted region natgeo ,link chile earthquake creating tsunami predicted region natgeo ,2,1,chile coast earthquake magnitude northern quake tsunami,chile earthquake tsunami
-0.2433965084906273,-0.03214530661027011,'451617718471380992',white earthquake alert magnitude depth chile people ,white earthquake alert magnitude depth chile people ,3,1,chile coast earthquake magnitude northern quake tsunami,earthquake magnitude chile
-0.2594498464454977,-0.04282325695143555,'451617733881241600',eagle news dead earthquake chile ,eagle news dead earthquake chile ,1,1,chile coast earthquake northern,earthquake chile
-0.12221561588053671,0.07037793973595696,'451617760410234881',emsc offshore tarapaca chile depth quake ,emsc offshore tarapaca chile depth quake ,3,2,chile coast earthquake magnitude northern quake tsunami,chile quake
-0.1891595407343741,-0.018777814906983967,'451618270966067200',teamfollowback preparation good luck help chile avoid disaster earthquake ,teamfollowback preparation good luck help chile avoid disaster earthquake ,1,1,chile coast earthquake northern,chile earthquake
-0.17593040396493906,0.01574008874337708,'451618338750230528',like people died earthquake chile nigga immortal shit ,like people died earthquake chile nigga immortal shit ,1,1,chile coast earthquake northern,earthquake chile
-0.33522612934997476,-0.06701448680883283,'451618365715406849',dead powerful quake strike chile coast powerful earthquake preliminary magnitude ,dead powerful quake strike chile coast powerful earthquake preliminary magnitude ,3,0,chile coast earthquake magnitude northern quake tsunami,quake chile coast earthquake magnitude
-0.5133000991865417,-0.21969185515156403,'451619018739159040',chile earthquake amazing footage terremoto chile tsunami chile ,chile earthquake amazing footage terremoto chile tsunami chile ,2,1,chile coast earthquake magnitude northern quake tsunami,chile earthquake chile tsunami chile
-0.27809547196556605,-0.06057838625508348,'451619071113445378',every minute earthquake area chileearthquake chileterremoto chiletsunami chile ,every minute earthquake area chileearthquake chileterremoto chiletsunami chile ,1,1,chile coast earthquake northern,earthquake chile
-0.24340939503543046,0.005315150135182688,'451619510663909377',national small tsunami wave reach japan chile quake small tsunami wave northern japan early ,national small tsunami wave reach japan chile quake small tsunami wave northern japan early ,2,0,chile coast earthquake magnitude northern quake tsunami,tsunami chile quake tsunami northern
-0.2355560077755926,-0.020907620780719987,'451619754063572992',jgshock reporting northern chile earthquake well please prayer country ,jgshock reporting northern chile earthquake well please prayer country ,1,0,chile coast earthquake northern,northern chile earthquake
-0.0977228644567561,0.06261509037152124,'451619777492942848',updated offshore tarapaca chile depth epicenter ,updated offshore tarapaca chile depth epicenter ,1,4,chile coast earthquake northern,chile
-0.21671146807905786,-0.03103302251723973,'451619795398455296',earthquake offshore tarapaca chile ,earthquake offshore tarapaca chile ,1,3,chile coast earthquake northern,earthquake chile
-0.20447722881810948,0.03179650819287259,'451620272693444608',chile navy canceled tsunami alert coastline following strong magnitude quake north country reuters ,chile navy canceled tsunami alert coastline following strong magnitude quake north country reuters ,3,2,chile coast earthquake magnitude northern quake tsunami,chile tsunami magnitude quake
-0.2566526780836575,-0.07893453592681732,'451620284852740096',another earthquake chile tonight ,another earthquake chile tonight ,1,3,chile coast earthquake northern,earthquake chile
-0.21948347234915067,-0.031525295587179196,'451620387462205440',chile president flees strong earthquake strike country ,chile president flees strong earthquake strike country ,1,3,chile coast earthquake northern,chile earthquake
-0.03842402892309375,0.23069603896452798,'451620531222376448',country seismic culture still life many also terrible people lose home prayforchile ,country seismic culture still life many also terrible people lose home prayforchile ,4,-1,case coronavirus mers saudi virus,
-0.21948347234915067,-0.031525295587179196,'451620935125438464',leader flees pplrt livenews chile president flees strong earthquake strike country ,leader flees pplrt livenews chile president flees strong earthquake strike country ,1,3,chile coast earthquake northern,chile earthquake
-0.2709138431670018,-0.0724953057700393,'451621012698705920',chile earthquake claim life quick response praised ,chile earthquake claim life quick response praised ,1,3,chile coast earthquake northern,chile earthquake
-0.20918043178895673,-0.03390705185176653,'451621305230446592',thinking praying chile second earthquake today ,thinking praying chile second earthquake today ,1,3,chile coast earthquake northern,chile earthquake
-0.19683712977170129,-0.013622106996870225,'451621504581500928',evacuation chile major earthquake aftershock ,evacuation chile major earthquake aftershock ,1,3,chile coast earthquake northern,chile earthquake
-0.2566526780836575,-0.07893453592681732,'451621604234387456',another earthquake chile tonight submitted stuffonastick science link comment ,another earthquake chile tonight submitted stuffonastick science link comment ,1,3,chile coast earthquake northern,earthquake chile
-0.19940129288646138,0.03207915133883536,'451621802561646592',chile navy cancel tsunami alert following quake reuters irish independentchile navy cancel tsunam ,chile navy cancel tsunami alert following quake reuters irish independentchile navy cancel tsunam ,2,2,chile coast earthquake magnitude northern quake tsunami,chile tsunami quake
-0.2050466701804328,0.006777633345395926,'451622043696381952',bebomundial aftershock strike chile death toll powerful magnitude earthquake struck raperito_love ,bebomundial aftershock strike chile death toll powerful magnitude earthquake struck raperito_love ,3,3,chile coast earthquake magnitude northern quake tsunami,chile magnitude earthquake
-0.2182967487991289,-0.012642838425754237,'451622120255004672',chile quake aftermath video building cracked car smashed boat washed earthquakechile earthquake ,chile quake aftermath video building cracked car smashed boat washed earthquakechile earthquake ,3,3,chile coast earthquake magnitude northern quake tsunami,chile quake earthquake
-0.2661402884499353,-0.07508113400965664,'451622197673881600',skynews chile second powerful earthquake ,skynews chile second powerful earthquake ,1,3,chile coast earthquake northern,chile earthquake
-0.19001073664871104,-0.007444123121137342,'451622228392570880',earthquake update offshore tarapaca chile magnitude region offshore tarapaca chiledate ,earthquake update offshore tarapaca chile magnitude region offshore tarapaca chiledate ,3,3,chile coast earthquake magnitude northern quake tsunami,earthquake chile magnitude
-0.2309872938214978,-0.04025590326770487,'451622407522881536',damage chile earthquake le severe feared chilean president michelle bachelet toured northern ,damage chile earthquake le severe feared chilean president michelle bachelet toured northern ,1,0,chile coast earthquake northern,chile earthquake northern
-0.2649999745296672,-0.04223482865667857,'451622526368505856',chile second powerful earthquake magnitude quake trigger landslide prompt round ,chile second powerful earthquake magnitude quake trigger landslide prompt round ,3,3,chile coast earthquake magnitude northern quake tsunami,chile earthquake magnitude quake
-0.2566526780836575,-0.07893453592681732,'451622634405769216',another earthquake chile tonight ,another earthquake chile tonight ,1,3,chile coast earthquake northern,earthquake chile
-0.25883344181227735,-0.05123215537239987,'451622740995227650',earthquake strike chile trigger tsunami chile peru youtube ,earthquake strike chile trigger tsunami chile peru youtube ,2,1,chile coast earthquake magnitude northern quake tsunami,earthquake chile tsunami chile
-0.2661402884499353,-0.07508113400965664,'451622792992018432',chile second powerful earthquake shoutnews ,chile second powerful earthquake shoutnews ,1,3,chile coast earthquake northern,chile earthquake
-0.3510160014253338,-0.10843171534624545,'451622797286989824',earthquake chile chile lift tsunami alert earthquake crisismanagement ,earthquake chile chile lift tsunami alert earthquake crisismanagement ,2,1,chile coast earthquake magnitude northern quake tsunami,earthquake chile chile tsunami earthquake
-0.12221561588053671,0.07037793973595696,'451622825774682112',emsc offshore tarapaca chile depth quake ,emsc offshore tarapaca chile depth quake ,3,3,chile coast earthquake magnitude northern quake tsunami,chile quake
-0.5760092933797528,-0.3050875359568472,'451623325123346432',chile well prepared earthquake ,chile well prepared earthquake ,1,3,chile coast earthquake northern,chile earthquake
-0.23082893023507248,-0.04740785099415339,'451623428995284992',earthquake iquique chile thursday april thursday april ,earthquake iquique chile thursday april thursday april ,1,3,chile coast earthquake northern,earthquake chile
-0.35758976069088066,-0.09031217982026986,'451623447232143361',cancelan parcialmente alerta tsunami chile compartir twittear function getelementsbytagname ,cancelan parcialmente alerta tsunami chile compartir twittear function getelementsbytagname ,2,1,chile coast earthquake magnitude northern quake tsunami,tsunami chile
-0.21671146807905786,-0.03103302251723973,'451623668624261120',earthquake offshore tarapaca chile ,earthquake offshore tarapaca chile ,1,3,chile coast earthquake northern,earthquake chile
-0.2566526780836575,-0.07893453592681732,'451623710907068416',reddit another earthquake chile tonight ,reddit another earthquake chile tonight ,1,3,chile coast earthquake northern,earthquake chile
-0.2566526780836575,-0.07893453592681732,'451624252458811392',another earthquake chile tonight ,another earthquake chile tonight ,1,3,chile coast earthquake northern,earthquake chile
-0.17086969195594912,0.006395055763312744,'451624301922226176',expert strict building code saved life powerful chile earthquake ,expert strict building code saved life powerful chile earthquake ,1,3,chile coast earthquake northern,chile earthquake
-0.13898508176995916,0.050547072355707524,'451624542063316992',dawnneedscoffee really hazy everything covered dust still nothing like tsunami alert chile peru ,dawnneedscoffee really hazy everything covered dust still nothing like tsunami alert chile peru ,2,1,chile coast earthquake magnitude northern quake tsunami,tsunami chile
-0.5133000991865417,-0.21969185515156403,'451624654306701312',chile earthquake amazing footage terremoto chile tsunami youtube ,chile earthquake amazing footage terremoto chile tsunami youtube ,2,1,chile coast earthquake magnitude northern quake tsunami,chile earthquake chile tsunami
-0.2433965084906273,-0.03214530661027011,'451624770833244160',orange earthquake alert magnitude depth chile people within ,orange earthquake alert magnitude depth chile people within ,3,3,chile coast earthquake magnitude northern quake tsunami,earthquake magnitude chile
-0.5760092933797528,-0.3050875359568472,'451625063834345472',local student chile share experience earthquake ,local student chile share experience earthquake ,1,3,chile coast earthquake northern,chile earthquake
-0.5133000991865417,-0.21969185515156403,'451625287319445504',chile earthquake unleashes tsunami sensor track yahoo̴̻news ,chile earthquake unleashes tsunami sensor track yahoo̴̻news ,2,1,chile coast earthquake magnitude northern quake tsunami,chile earthquake tsunami
-0.2722453347335844,-0.08599044628871605,'451625478692958208',chile earthquake status april ,chile earthquake status april ,1,3,chile coast earthquake northern,chile earthquake
-0.1971076713695062,0.0006050223371052347,'451625486733824000',magnitude earthquake struck coast chile tonight usgs say quake rocked region ,magnitude earthquake struck coast chile tonight usgs say quake rocked region ,3,3,chile coast earthquake magnitude northern quake tsunami,magnitude earthquake coast chile quake
-0.5760092933797528,-0.3050875359568472,'451625827671605248',chile earthquake leaf european southern observatory telescope undamaged chile earthquake ,chile earthquake leaf european southern observatory telescope undamaged chile earthquake ,1,1,chile coast earthquake northern,chile earthquake chile earthquake
-0.17086969195594912,0.006395055763312744,'451626145323053056',expert strict building code saved life powerful chile earthquake cnnexperts strict teamloa ,expert strict building code saved life powerful chile earthquake cnnexperts strict teamloa ,1,1,chile coast earthquake northern,chile earthquake
-0.2585809832774228,-0.039885096203495944,'451626175673417728',powerful magnitude earthquake rocked northern chile hour tremor killed people ,powerful magnitude earthquake rocked northern chile hour tremor killed people ,3,0,chile coast earthquake magnitude northern quake tsunami,magnitude earthquake northern chile
-0.5133000991865417,-0.21969185515156403,'451626293608873984',ghdiplomat earthquake chile small tsunami japan underlying seriousness climatechange prediction ,ghdiplomat earthquake chile small tsunami japan underlying seriousness climatechange prediction ,2,1,chile coast earthquake magnitude northern quake tsunami,earthquake chile tsunami
-0.23082893023507248,-0.04740785099415339,'451650224575217664',shared earthquake iquique chile april ,shared earthquake iquique chile april ,1,1,chile coast earthquake northern,earthquake chile
-0.3141962873265856,-0.10633965565329649,'451650229524131840',earthquake iquique chile dyfi itime ,earthquake iquique chile dyfi itime ,1,1,chile coast earthquake northern,earthquake chile
-0.295365229448301,-0.07910410479288421,'451650473205190656',least dead powerful chile earthquake ,least dead powerful chile earthquake ,1,1,chile coast earthquake northern,chile earthquake
-0.0968812045410645,0.19472589189944675,'451650956326096896',thought prayer everyone chile prayforchile chileearthquake ,thought prayer everyone chile prayforchile chileearthquake ,1,5,chile coast earthquake northern,chile
-0.3181785226676589,-0.07567252032835846,'451650987824918529',chile earthquake rush evacuate coast tsunami warning live president bachelet said would ,chile earthquake rush evacuate coast tsunami warning live president bachelet said would ,2,1,chile coast earthquake magnitude northern quake tsunami,chile earthquake coast tsunami
-0.30149612197567666,-0.07694388855012395,'451651337294716929',bbsp powerful earthquake strike chile trigger tsunami ,bbsp powerful earthquake strike chile trigger tsunami ,2,1,chile coast earthquake magnitude northern quake tsunami,earthquake chile tsunami
-0.20866790055838494,0.03217947825987286,'451651371876376576',monitoring tsunami threat chile quake ,monitoring tsunami threat chile quake ,2,2,chile coast earthquake magnitude northern quake tsunami,tsunami chile quake
-0.25297516754681165,-0.07104673249822209,'451651388041224192',pray republic chile earthquake ,pray republic chile earthquake ,1,4,chile coast earthquake northern,chile earthquake
-0.28294430050421326,-0.03915557225701898,'451651495277383681',earthquake chile terremoto santiago tsunami alert quake live youtube ,earthquake chile terremoto santiago tsunami alert quake live youtube ,2,0,chile coast earthquake magnitude northern quake tsunami,earthquake chile tsunami quake
-0.17086969195594912,0.006395055763312744,'451651669814960128',expert strict building code saved life powerful chile earthquake nurdin budi mustofa ,expert strict building code saved life powerful chile earthquake nurdin budi mustofa ,1,4,chile coast earthquake northern,chile earthquake
-0.21872376648665104,0.0008841397512590901,'451651764563881984',magnitude aftershock strike coast chile usgs say fishing boat damaged small tsunami ,magnitude aftershock strike coast chile usgs say fishing boat damaged small tsunami ,3,1,chile coast earthquake magnitude northern quake tsunami,magnitude coast chile tsunami
-0.20729853925924116,-0.020899660979999186,'451651997398073344',chile struck aftershock followign massive earthquake ,chile struck aftershock followign massive earthquake ,1,4,chile coast earthquake northern,chile earthquake
-0.4493864028567276,-0.2002379863627893,'451652145616416768',magnitude earthquake chile chile ,magnitude earthquake chile chile ,3,4,chile coast earthquake magnitude northern quake tsunami,magnitude earthquake chile chile
-0.2722453347335844,-0.08599044628871605,'451652147122155520',fukushima japan earthquake coming ufo another chile earthquake april japan ,fukushima japan earthquake coming ufo another chile earthquake april japan ,1,4,chile coast earthquake northern,earthquake chile earthquake
-0.14454218056349993,0.04033003209657538,'451652164377927681',prayer survivor chile ,prayer survivor chile ,1,4,chile coast earthquake northern,chile
-0.19940129288646138,0.03207915133883536,'451652176557789184',chile navy cancel tsunami alert following quake ,chile navy cancel tsunami alert following quake ,2,2,chile coast earthquake magnitude northern quake tsunami,chile tsunami quake
-0.12221561588053671,0.07037793973595696,'451652261572538368',emsc offshore tarapaca chile depth quake ,emsc offshore tarapaca chile depth quake ,3,2,chile coast earthquake magnitude northern quake tsunami,chile quake
-0.4114370958893735,-0.16285854464295124,'451652440967098369',pasion_infinita thank including travel chile article daily cheer ,pasion_infinita thank including travel chile article daily cheer ,1,4,chile coast earthquake northern,chile
-0.1910235229231452,-0.00754689567716677,'451652477062893568',aftershock rock chile deadly earthquake ,aftershock rock chile deadly earthquake ,1,4,chile coast earthquake northern,chile earthquake
-0.19372031557475347,-0.016762904751263654,'451652542456287232',resident fled home sleep open street iquique chile powerful earthquake measu ,resident fled home sleep open street iquique chile powerful earthquake measu ,1,4,chile coast earthquake northern,chile earthquake
-0.32282653223181756,-0.1066548858655217,'451652672722989056',chile earthquake aftershock aftermath worst come ,chile earthquake aftershock aftermath worst come ,1,4,chile coast earthquake northern,chile earthquake
-0.1638949935769707,0.05957676101241885,'451739718057611264',breaking news usgs upgrade chile quake tsunami warning watch place following ,breaking news usgs upgrade chile quake tsunami warning watch place following ,2,2,chile coast earthquake magnitude northern quake tsunami,chile quake tsunami
-0.39904015602829856,-0.13115733940071664,'451739723305074688',chile earthquake tsunami warning issued ,chile earthquake tsunami warning issued ,2,1,chile coast earthquake magnitude northern quake tsunami,chile earthquake tsunami
-0.39904015602829856,-0.13115733940071664,'451740535158755329',chile earthquake tsunami warning issued ,chile earthquake tsunami warning issued ,2,1,chile coast earthquake magnitude northern quake tsunami,chile earthquake tsunami
-0.027152825898412725,0.12632961748189742,'451757860285059072',chileearthquake aftershock chileearthquakeandtsunami ,chileearthquake aftershock chileearthquakeandtsunami ,4,-1,case coronavirus mers saudi virus,
-0.5760092933797528,-0.3050875359568472,'451757890823815169',earthquake chile week dios bendiga chile ,earthquake chile week dios bendiga chile ,1,4,chile coast earthquake northern,earthquake chile chile
-0.22811116119395192,-0.031276350958361086,'451758022944366593',news news chile earthquake massive chile earthquake quotbig onequot janinebucks okla ,news news chile earthquake massive chile earthquake quotbig onequot janinebucks okla ,1,4,chile coast earthquake northern,chile earthquake chile earthquake
-0.5760092933797528,-0.3050875359568472,'451758081261989889',aftermath chile earthquake ,aftermath chile earthquake ,1,4,chile coast earthquake northern,chile earthquake
-0.5760092933797528,-0.3050875359568472,'451758191202672640',amateur radio chile earthquake radio activation radio club chile acti hamradio hamr ,amateur radio chile earthquake radio activation radio club chile acti hamradio hamr ,1,4,chile coast earthquake northern,chile earthquake chile
-0.5760092933797528,-0.3050875359568472,'451758426339954688',tech talk chenda ngak chile earthquake bigger tremor loom ,tech talk chenda ngak chile earthquake bigger tremor loom ,1,4,chile coast earthquake northern,chile earthquake
-0.5760092933797528,-0.3050875359568472,'451758440147603456',aftermath chile earthquake ,aftermath chile earthquake ,1,4,chile coast earthquake northern,chile earthquake
-0.16409206075686522,0.014388379170106772,'451758636105080832',watch northern chile ̴̻earthquake ,watch northern chile ̴̻earthquake ,3,0,chile coast earthquake magnitude northern quake tsunami,northern chile
-0.26109592504429524,-0.0021989396035486356,'451758694905020416',heart affected quake chile chile couple month ,heart affected quake chile chile couple month ,3,2,chile coast earthquake magnitude northern quake tsunami,quake chile chile
-0.24692692973125813,-0.06505292557356296,'451758748714160129',could larger earthquake await chile time ayer respuesta probably nowonder ,could larger earthquake await chile time ayer respuesta probably nowonder ,1,4,chile coast earthquake northern,earthquake chile
-0.5760092933797528,-0.3050875359568472,'451758800098164736',earthquake chile ,earthquake chile ,1,4,chile coast earthquake northern,earthquake chile
-0.19231237619584202,0.22145102194334707,'451758823305265152',please calm prayforchile chile fuerzachile selfie ,please calm prayforchile chile fuerzachile selfie ,1,4,chile coast earthquake northern,chile
-0.011453209623466935,0.27139564562031326,'451759017472184320',chilean friend please fuerzanortedechile prayforchile triste compatriotas lamentable esta pasando ,chilean friend please fuerzanortedechile prayforchile triste compatriotas lamentable esta pasando ,4,-1,case coronavirus mers saudi virus,
-0.4493864028567276,-0.2002379863627893,'451759117174964224',earthquake magnitude higher chile week alexis madrigal atlantic ,earthquake magnitude higher chile week alexis madrigal atlantic ,3,4,chile coast earthquake magnitude northern quake tsunami,earthquake magnitude chile
-0.30914165871221183,-0.0844190360685296,'451759310532804608',natural disaster democratic legitimacy public opinion consequence chile earthquake tsunami ,natural disaster democratic legitimacy public opinion consequence chile earthquake tsunami ,2,1,chile coast earthquake magnitude northern quake tsunami,chile earthquake tsunami
